req_id,request,table_info,external_knowledge,domain_knowledge,gold_query,difficulty,type,nested_type,rephrased_request,rephrased_request_gpt-3.5-turbo-0125_t0.4,rephrased_request_gpt-4o-2024-05-13_t0.2
20,Query objects classified by the light curve classifier that are most likely to be RRL with a probability larger than 0.55 and that have 100 or more detections. Write in PostgresSQL.,"['probability', 'object']",0,0,"
SELECT
    *
FROM
    object INNER JOIN probability
    ON object.oid = probability.oid
WHERE
    probability.classifier_name = 'lc_classifier'
    AND probability.class_name IN ('RRL')
    AND probability.ranking = 1
    AND probability.probability > 0.55
    AND object.ndet >= 100
",simple,object,none,,,
18,"Write a script in PostgreSQL with a query asking for all the probabilities for all the sources classfied as either AGN, QSO or Blazar by the light curve classifier. Define a minimum number of detections of 40, and a minimum time span between the first and the last detection of 200 days, in order to ensure the detection of a variable signal from the light curves. Also, filter out sources using a predicted class probability higher than 0.8 for the Blazar class and 0.95 for the AGN and QSO classes. Collect similar numbers for each class using a UNION statement between each sub-query defined by each probability. The query must return the columns oid, meanra, meandec, ndet, firstMJD, deltajd, g_r_mean_corr classifier_name, class_name, ranking and probability.","['probability', 'object']",0,0,"
SELECT
    object.oid, object.meanra, object.meandec, object.ndet,
    object.firstMJD, object.deltajd, object.g_r_mean_corr,
    probability_oid.classifier_name, probability_oid.class_name,
    probability_oid.ranking, probability_oid.probability
FROM
    object INNER JOIN (
    SELECT
        oid, classifier_name, class_name, ranking, probability
    FROM
        probability
    WHERE
        classifier_name='lc_classifier'
        AND class_name IN ('AGN', 'QSO')
        AND ranking=1
        AND probability > 0.95
    UNION
    SELECT
        oid, classifier_name, class_name, ranking, probability
    FROM
        probability
    WHERE
        classifier_name='lc_classifier'
        AND class_name IN ('Blazar')
        AND ranking=1
        AND probability > 0.8
    ) AS probability_oid
    ON object.oid=probability_oid.oid
WHERE
    probability_oid.classifier_name='lc_classifier'
    AND object.deltajd > 200
    AND object.ndet > 40
",medium,object,simple,,,
35,"Give the first 10 elements from the probability table, ordered by oid.",['probability'],0,0,select * from probability order by oid limit 10,simple,object,none,,,
11,"Obtain all the Type Ia SNe whose first detection happened last September, whose peak magnitude is above 19 and whose g-r color at maximum is below 1. Return the object identifier, the maximum g-r difference, the maximum magnitude, and the filter id.","['object', 'probability', 'magstat']","
-- mjd date for the start of September = 60188.0
-- mjd date for the end of September = 60217.0",0,"
SELECT
  sq.oid, sq.g_r_max, magstat.magmax, magstat.fid
FROM (
SELECT
    object.oid, object.g_r_max
FROM
    object INNER JOIN
    probability
    ON object.oid = probability.oid
WHERE
    probability.classifier_name='lc_classifier'
    AND probability.class_name='SNIa'
    AND probability.ranking = 1
    AND object.firstmjd > 60188.0
    AND object.firstmjd < 60217.0
    AND object.g_r_max < 1
) as sq
INNER JOIN magstat
ON sq.oid = magstat.oid
WHERE
 magstat.magmax > 19
",medium,object,simple,,,
9,"Get the object identifiers that had their first detection in July 2023, are within a search radius of 1000 arcmin from the center of the Abell 370 galaxy cluster (centered at RA=39.97, Dec=-1.5768), have sgscore1<0.3 and their highest probability in the stamp classifier is not obtained for class Asteroid nor class Bogus. Get the columns 'oid', 'value', 'name', 'version', 'meanra', 'meandec', the source identifier, and the distance obtained from the q3c_dist function as 'dist'.","['probability', 'object', 'feature']","-- mjd date for the start of July = 60126.0
-- mjd date for the end of July = 60156.0","-- 1000 arcmin = 16.16667 degrees
","
WITH catalog (source_id, ra, dec) AS (
    VALUES
        ('source_1', 39.970416666666665, -1.5768055555555556)
),
features AS (
SELECT
  feature.oid, feature.value, feature.name, feature.version, obj_oids.meanra, obj_oids.meandec
FROM
  (
SELECT
    object.oid, object.meanra, object.meandec
FROM
    object INNER JOIN
    probability
    ON object.oid = probability.oid
WHERE
    probability.classifier_name='stamp_classifier'
    AND probability.ranking=1
    AND probability.class_name NOT IN ('asteroid','bogus')
    AND object.firstmjd > 60126.0
    AND object.firstmjd < 60156.0

) as obj_oids
    INNER JOIN
    feature ON feature.oid = obj_oids.oid
WHERE
  feature.name = 'sgscore1'
  AND feature.value < 0.3
)

SELECT
    c.source_id, f.oid, f.value, f.name, f.version, f.meanra, f.meandec,
    q3c_dist(c.ra,c.dec,f.meanra,f.meandec) as dist

FROM features f, catalog c
WHERE
    q3c_join(c.ra, c.dec, f.meanra, f.meandec, 16.6667)
",advanced,spatial,multi,,,
5,"Get the object identifier, candidate identifier of the detections, name and value of the feature, psf magnitudes, magnitude errors, and band identifiers renaming the feature fid column as 'feature_fid', as a function of time of the objects classified as SN II with probability larger than 0.6, number of detections greater than 50 and difference between minimum and maximum magnitudes in ZTF g-band greater than 2 mag. Order the results by oid.","['object', 'probability', 'feature', 'detection']",0,0,"SELECT
  sq.oid, sq.value, sq.name, sq.fid as feature_fid, sq.version,
  detection.candid, detection.magpsf, detection.sigmapsf_corr, detection.sigmapsf_corr_ext
FROM
  (
SELECT
  feature.oid, feature.value, feature.name, feature.fid, feature.version
FROM
  (
SELECT
    object.oid
FROM
    object INNER JOIN
    probability
    ON object.oid = probability.oid
WHERE
    probability.classifier_name='lc_classifier'
    AND probability.class_name='SNII'
    AND probability.probability > 0.6
    AND object.ndet > 50
) as obj_oids
    INNER JOIN
    feature ON feature.oid = obj_oids.oid
WHERE
  feature.name = 'delta_mag_fid'
  AND feature.value > 2
  AND feature.fid = 1
) AS sq
  INNER JOIN detection
  ON sq.oid = detection.oid
WHERE
  detection.fid = 1
ORDER BY oid",advanced,other,multi,,,
0,"Get objects that are likely to be YSOs (possibility great than 0.7) and with some periodicities. The photometric period is between 3 to 10 days and variation amplitude is great than 0.5 mag. Please sort the list by the possibility in descending order, and return the object identifier, the possibility, value and name of the feature, the filter id, and the feature version.","['probability', 'feature']",0,0,"
SELECT
  oid, probability, value, name, fid, version
FROM
  (
SELECT *
FROM (
SELECT
  feature.oid, prob_oids.probability, feature.value, feature.name, feature.fid, feature.version
FROM
  (SELECT * FROM probability
    WHERE
    probability.classifier_name='lc_classifier'
    AND probability.class_name='YSO'
    AND probability.ranking=1
    AND probability.probability > 0.7
    ) as prob_oids
    INNER JOIN
    feature ON feature.oid = prob_oids.oid
WHERE
  feature.name = 'Multiband_period'
  AND feature.value > 3
  AND feature.value < 10
) as sq1
UNION
SELECT *
FROM (
SELECT
  feature.oid, prob_oids.probability, feature.value, feature.name, feature.fid, feature.version
FROM
  (SELECT * FROM probability
    WHERE
    probability.classifier_name='lc_classifier'
    AND probability.class_name='YSO'
    AND probability.ranking=1
    AND probability.probability > 0.7
    ) as prob_oids
    INNER JOIN
    feature ON feature.oid = prob_oids.oid
WHERE
  feature.name = 'Amplitude'
  AND feature.value > 0.5
) as sq2
ORDER BY oid
) AS sq4
WHERE
  sq4.oid in (
SELECT oid
FROM (
SELECT
  feature.oid, prob_oids.probability, feature.value, feature.name, feature.fid, feature.version
FROM
  (SELECT * FROM probability
    WHERE
    probability.classifier_name='lc_classifier'
    AND probability.class_name='YSO'
    AND probability.ranking=1
    AND probability.probability > 0.7
    ) as prob_oids
    INNER JOIN
    feature ON feature.oid = prob_oids.oid
WHERE
  feature.name = 'Multiband_period'
  AND feature.value > 3
  AND feature.value < 10
) as sq1
INTERSECT
SELECT oid
FROM (
SELECT
  feature.oid, prob_oids.probability, feature.value, feature.name, feature.fid, feature.version
FROM
  (SELECT * FROM probability
    WHERE
    probability.classifier_name='lc_classifier'
    AND probability.class_name='YSO'
    AND probability.ranking=1
    AND probability.probability > 0.7
    ) as prob_oids
    INNER JOIN
    feature ON feature.oid = prob_oids.oid
WHERE
  feature.name = 'Amplitude'
  AND feature.value > 0.5
) as sq2
ORDER BY oid
)
ORDER BY probability DESC
",advanced,object,tree,,,
28,Return a Query in PostgresSQL that returns all the table names available in the alerce DataBase.,['information_schema.tables'],-- table_schema can be 'alerce',0,"
SELECT table_name FROM information_schema.tables
WHERE table_schema='alerce'
ORDER BY table_name;
",simple,other,none,,,
36,Show the feature names and values of the light curves of the object with the oid ZTF20aaelulu. Return also the oid column.,"['feature', 'object']",0,0,"select oid, name, value from feature where oid = 'ZTF20aaelulu';",simple,object,none,,,
38,"Query the top 1000 active galactic nuclei and top 1000 quasi–stellar objects candidates ordered by probability in descending order, that have a probability > 0.6 and 0.5 respectively according to the light curve classifier. From those objects obtain the ones that have between 30 and 200 detections both.","['probability', 'object']",0,0,"
SELECT *
FROM
  object
WHERE oid in (
(SELECT
    oid
FROM
  probability
WHERE
    classifier_name = 'lc_classifier'
    AND class_name IN ('AGN')
    AND probability > 0.6
    AND ranking=1
ORDER BY probability DESC
LIMIT 1000)
UNION
(SELECT
    oid
FROM
  probability
WHERE
    classifier_name = 'lc_classifier'
    AND class_name IN ('QSO')
    AND probability > 0.5
    AND ranking=1
ORDER BY probability DESC
LIMIT 1000))
AND ndet > 30
AND ndet < 200
",medium,object,simple,,,
24,"Return a query from ('source_1', 160.18301441363647, 33.0164673528409),
('source_2', 174.21524897555543, 44.83789535222221) for object within 10 degress of the given positions, and with their first detection the first 7 days of February",['object'],"
-- mjd date for February 01 = 59976.0
-- mjd date for February 07 = 59982.0",0,"
WITH catalog ( source_id, ra, dec) AS (
    VALUES
        ('source_1', 160.18301441363647, 33.0164673528409),
('source_2', 174.21524897555543, 44.83789535222221)
)
SELECT
    *
FROM object o, catalog c
    /*
     * It is REALLY important to first use the catalog then the object ra,dec for speed. The radius is in degrees.
     */
WHERE
    q3c_join(c.ra, c.dec,o.meanra, o.meandec, 10)
    AND o.firstmjd > 59976.0
    AND o.firstmjd < 59982.0
",medium,spatial,none,,,
31,"Write a query in SQL that returns the galactic coordinates, feature columns, class name, and the identifiers of the objects classified by the light curve classifier that were first detected between February 1 and 2 of 2023.","['object', 'probability', 'feature']","
-- mjd date for February 1 2023 = 59976.0
-- mjd date for February 3 2023 = 59978.0","
-- The galactic coordinate system locates objects within the Milky Way galaxy by 'latitude' and 'longitude'","
SELECT
  *
FROM
  (
SELECT
    object.oid, probability.class_name
FROM
    object INNER JOIN probability
    ON object.oid=probability.oid
WHERE
    probability.classifier_name='lc_classifier'
    AND probability.ranking=1
    AND object.firstmjd > 59976.0
    AND object.firstmjd < 59978.0
) as obj_oids
    INNER JOIN
    feature ON feature.oid = obj_oids.oid
WHERE
  feature.name = 'gal_l' or feature.name='gal_b'
",medium,object,simple,,,
33,"Given the next list of oids ['ZTF21aaqosfj' 'ZTF21aaqoski' 'ZTF21aaqoskz' 'ZTF21aaqosly' 'ZTF21aaqosmj' 'ZTF21aaqosmi' 'ZTF21aaqosmk' 'ZTF21aaqosmm' 'ZTF21aaqosmp' 'ZTF21aaqosmq'], make a query that returns the magnitudes of their detections, with their oids, candidate identifiers, the date of exposure and the filter id.",['detection'],0,0,"
SELECT oid, candid, mjd, fid, magpsf
FROM detection
WHERE
oid in ('ZTF21aaqosfj','ZTF21aaqoski','ZTF21aaqoskz','ZTF21aaqosly','ZTF21aaqosmj','ZTF21aaqosmi','ZTF21aaqosmk','ZTF21aaqosmm','ZTF21aaqosmp','ZTF21aaqosmq')
",simple,other,none,,,
6,"Get the object identifier, candidate identifier, magnitudes, magnitude errors, and band identifiers as a function of time of the objects classified as SN II in the year 2019-2022, with probability larger than 0.6, initial rise rate greater than 0.5 mag/day in ZTF g and r-band, with at least 100 days of observations in r-band and number of detections greater than 30. Rename the fid column from the detection table as f_id.","['object', 'probability', 'magstat', 'detection']","
-- mjd date for the start of the year 2019 = 58484.0
-- mjd date for the end of the year 2022 = 59944.0",0,"
SELECT
  sq.oid, sq.fid, sq.dmdt_first,
  detection.candid, detection.fid as f_id,detection.magpsf, detection.sigmapsf_corr, detection.sigmapsf_corr_ext
FROM
  (
SELECT
  magstat.oid, magstat.fid, magstat.dmdt_first
FROM
  (
SELECT
  magstat.oid, magstat.fid, magstat.dmdt_first
FROM
  (
SELECT
    object.oid
FROM
    object INNER JOIN
    probability
    ON object.oid = probability.oid
WHERE
    probability.classifier_name='lc_classifier'
    AND probability.class_name='SNII'
    AND probability.probability > 0.6
    AND object.ndet > 30
) as obj_oids
    INNER JOIN
    magstat ON magstat.oid = obj_oids.oid
WHERE
  magstat.dmdt_first < -0.5
  AND (magstat.fid = 1 OR magstat.fid = 2)
) as obj_oids_fast
    INNER JOIN
    magstat ON magstat.oid = obj_oids_fast.oid
WHERE
  magstat.lastmjd > 100 + magstat.firstmjd
  AND magstat.fid = 2
) AS sq
  INNER JOIN detection
  ON sq.oid = detection.oid
WHERE
  detection.mjd > 58484.0
  AND detection.mjd < 59944.0
ORDER BY oid
",advanced,other,multi,,,
21,"Can you do a query to get sources classfied as AGN, QSO or Blazar by the ALeRCE light curve classifier, with a minimum number of detections of 30, and a minimum time span between the first and the last detection of 200 days, and also filtering out sources by a predicted class probability higher than 0.5?","['probability', 'object']",0,0,"
SELECT
    *
FROM
    object INNER JOIN (
    SELECT
        oid, classifier_name, class_name, ranking, probability
    FROM
        probability
    WHERE
        classifier_name='lc_classifier'
        AND class_name IN ('AGN', 'QSO', 'Blazar')
        AND probability > 0.5
        AND ranking=1
    ) AS probability_oid
    ON object.oid=probability_oid.oid
WHERE
    object.deltajd > 200
    AND object.ndet > 30
",simple,object,simple,,,
26,"Query objects which appeared between august 25 and september 10 of 2022, which are classified as supernova by the stamp classifier with a probability greater than 0.5 or which have more than one detection","['probability', 'object']","-- mjd date for August 25 2022 = 59816.0
-- mjd date for September 10 2022 = 59832.0",0,"
SELECT
    *
FROM
    object
INNER JOIN
    probability
ON
    object.oid = probability.oid
WHERE
    object.firstMJD > 59816.0
    AND object.firstMJD < 59832.0
    AND probability.class_name='SN'
    AND probability.classifier_name='stamp_classifier'
    AND probability.ranking=1
    AND (probability.probability>0.5
        OR object.ndet>1)
",simple,object,none,,,
29,"Write a script in PostgreSQL using the Pan-STARRS1 photometry from the ps1_ztf table, return the oids, sgmag1, srmag1, simag1, szmag1 and sgscore1 columns using oids extracted from the following list: ['ZTF20aawwmqv' 'ZTF21aasqvza' 'ZTF19adcftfw' 'ZTF19aaxqrku' 'ZTF19adceucq']",['ps1_ztf'],0,0,"
SELECT
    oid, sgmag1, srmag1, simag1, szmag1, sgscore1
FROM
    ps1_ztf
WHERE
    oid in ('ZTF20aawwmqv','ZTF21aasqvza','ZTF19adcftfw','ZTF19aaxqrku','ZTF19adceucq')
",simple,object,none,,,
52,"For objects with ZTF identifiers 'ZTF23aatekmu' and 'ZTF22abpxoyy', find all epochs in the 'forced_photometry' table that have a status code of '0'. Return all columns from such table",['forced_photometry'],0,0,"SELECT
    *
FROM
    forced_photometry
WHERE
    oid IN ('ZTF23aatekmu','ZTF22abpxoyy')
    AND procstatus = '0'",simple,,,0,Retrieve all records from the 'forced_photometry' table where the object identifiers are 'ZTF23aatekmu' and 'ZTF22abpxoyy' and the processing status is '0'.,"Retrieve all columns from the 'forced_photometry' table for objects with the identifiers 'ZTF23aatekmu' and 'ZTF22abpxoyy', where the processing status is '0'."
109,"Find at most 10 cases where the feature called 'LinearTrend' is larger than 5 and their ZTF objects have a difference between last and first detection date larger than 1 day. Return the following columns. For the ZTF objects: ZTF identifier and number of detections; for their light curve classifier data at ranking 1: classifier version, class and probability; for the 'LinearTrend' feature: value and filter identifier","['object', 'probability', 'feature']",0,0,"SELECT
    sq1.oid, sq1.ndet,
    sq1.classifier_version,
    sq1.class_name,
    sq1.probability,
    sq2.value as LinearTrend,
    sq2.fid
FROM
(
SELECT
    object.oid, object.ndet,
    probability.classifier_version,
    probability.class_name,
    probability.probability
FROM
    object INNER JOIN
    probability
    ON object.oid = probability.oid
WHERE
    object.deltajd > 1
    AND probability.classifier_name = 'lc_classifier'
    AND probability.ranking = 1
) as sq1
INNER JOIN
(
SELECT
    *
FROM
    feature
WHERE
    name = 'LinearTrend'
    AND value > 5
LIMIT 10
) as sq2
ON sq1.oid = sq2.oid",advanced,,,0,"Retrieve a maximum of 10 instances where the 'LinearTrend' feature exceeds 5, and the ZTF objects have a time span between the last and first detection exceeding 1 day. Include the following details: ZTF identifier and number of detections for the objects, classifier version, class, and probability for the highest-ranking light curve classifier data, as well as the value and filter identifier for the 'LinearTrend' feature.","Identify up to 10 instances where the 'LinearTrend' feature exceeds 5, and the ZTF objects have a time difference between the last and first detection greater than one day. Provide the ZTF object identifier and the number of detections, along with the classifier version, class name, and probability for the top-ranked light curve classifier. Also, include the value and filter identifier for the 'LinearTrend' feature."
49,"For objects with ZTF identifiers 'ZTF20abywohm' and 'ZTF20abxgxjd', get all rows from the 'feature' table that provide a feature in the g band",['feature'],0,0,"SELECT
    *
FROM
    feature
WHERE
    oid IN ('ZTF20abywohm','ZTF20abxgxjd')
    AND fid = 1",simple,,,0,Retrieve all records from the 'feature' table where the object identifiers are 'ZTF20abywohm' and 'ZTF20abxgxjd' and the feature identifier is 1.,Retrieve all records from the 'feature' table for objects with identifiers 'ZTF20abywohm' and 'ZTF20abxgxjd' where the feature ID is 1.
46,"Get all information in the 'detection' table for the ZTF object 'ZTF23aaqmddq', sorting the columns by detection date",['detection'],0,0,"SELECT
    *
FROM
    detection
WHERE
    oid = 'ZTF23aaqmddq'
ORDER BY mjd",simple,,,0,"Retrieve all data from the 'detection' table related to the ZTF object 'ZTF23aaqmddq', arranging the entries based on the detection dates.","Retrieve all records from the 'detection' table for the object identified by 'ZTF23aaqmddq', and arrange the results by the modified Julian date (mjd)."
93,"Get all columns from the 'probability' and 'magstat' tables for ZTF objects that satisfy the following conditions: the 'asteroid' class is first ranked in the stamp classifier, and have a computed corrected light curve. Give at most 10 rows in the resulting table. Order the results by the object identifier from the probability table.","['probability', 'magstat']",0,0,"SELECT
    *
FROM
    probability INNER JOIN
    magstat
    ON probability.oid = magstat.oid
WHERE
    classifier_name = 'stamp_classifier'
    AND class_name = 'asteroid'
    AND ranking = 1
    AND corrected
ORDER BY probability.oid
LIMIT 10",medium,,,0,Retrieve the information from both the 'probability' and 'magstat' tables for objects in the ZTF dataset that meet the criteria of being classified as an 'asteroid' with the highest ranking in the stamp classifier and having a corrected light curve. Display a maximum of 10 records.,"Retrieve all fields from the 'probability' and 'magstat' tables for objects classified as 'asteroid' with the highest ranking by the 'stamp_classifier', and with a corrected light curve. Limit the output to 10 records."
62,"Get the following columns from the 'probability' table for the ZTF object 'ZTF21aadoizf': oid, name and version of the classifier, class name and its probability and ranking. Sort these columns by classifier name in ascending order and probability in descending order",['probability'],0,0,"SELECT
    oid, classifier_name, classifier_version,
    class_name, probability, ranking
FROM
    probability
WHERE
    oid = 'ZTF21aadoizf'
ORDER BY classifier_name, probability DESC",simple,,,0,"Retrieve the classifier name, classifier version, class name, probability, and ranking for the object 'ZTF21aadoizf' from the table 'probability'. Arrange the results by classifier name in ascending order and probability in descending order.","Retrieve the classifier name, classifier version, class name, probability, and ranking for the object with the identifier 'ZTF21aadoizf' from the 'probability' table. Ensure the results are sorted first by classifier name in ascending order and then by probability in descending order."
